complexity,drug_pubchem_id,exact_mass,hba,hbd,heavy_atoms,molecular_formula,mw_freebase,mw_monoisotopic,smiles,tpsa
222,5219,170.08,1,5,12,C6H10N4O2,170.172,170.08,C1COCCN1[N+]2=CC(=N)O[N-]2,49.6
750,5213,482.121,5,10,35,C25H22O10,482.441,482.121,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,155.0
838,5212,474.205,1,7,33,C22H30N6O4S,474.58,474.205,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,118.0
275,5210,279.175,0,1,19,C17H26ClN,279.852,279.175,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,3.2
121,5206,200.007,0,8,12,C4H3F7O,200.056,200.007,C(OC(C(F)(F)F)C(F)(F)F)F,9.2
322,5203,305.074,1,1,20,C17H17Cl2N,306.23,305.074,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,12.0
195,5195,187.136,0,1,14,C13H17N,187.286,187.136,CC(CC1=CC=CC=C1)N(C)CC#C,3.2
343,5193,238.132,2,3,17,C12H18N2O3,238.287,238.132,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,75.3
418,5184,303.147,1,5,22,C17H21NO4,303.358,303.147,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,62.3
403,5152,415.272,4,5,30,C25H37NO4,415.574,415.272,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,82.0
287,5095,260.189,1,2,19,C16H24N2O,260.381,260.189,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,32.3
556,5090,314.061,0,4,22,C17H14O4S,314.355,314.061,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,68.8
269,5077,250.168,0,3,18,C14H22N2O2,250.342,250.168,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,32.8
731,5073,410.212,0,6,30,C23H27FN4O2,410.493,410.212,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,61.9
238,5070,234.007,1,7,15,C8H5F3N2OS,234.196,234.007,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,76.4
1000,5052,608.273,1,10,44,C33H40N2O9,608.688,608.273,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,118.0
1760,5040,913.555,3,13,65,C51H79NO13,914.187,913.555,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,195.0
347,5039,314.141,2,7,21,C13H22N4O3S,314.404,314.141,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,112.0
619,5038,416.231,2,6,30,C23H32N2O5,416.518,416.231,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,95.9
655,5035,473.166,2,6,34,C28H27NO4S,473.587,473.166,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,98.2
121,5032,165.115,2,2,12,C10H15NO,165.236,165.115,CC(C(C1=CC=CC=C1)O)NC,32.3
440,5029,359.13,1,6,25,C18H21N3O3S,359.444,359.13,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,96.3
648,5005,438.215,2,6,32,C25H30N2O5,438.524,438.215,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,95.9
496,5002,383.167,1,5,27,C21H25N3O2S,383.51,383.167,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,73.6
277,4992,285.184,0,4,21,C17H23N3O,285.391,285.184,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,28.6
183,4991,181.098,0,2,13,C9H13N2O2+,181.215,181.098,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,33.4
257,4946,259.157,2,3,19,C16H21NO2,259.349,259.157,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,41.5
135,4943,178.136,1,1,13,C12H18O,178.275,178.136,CC(C)C1=C(C(=CC=C1)C(C)C)O,20.2
429,4942,367.215,0,4,27,C23H29NO3,367.489,367.215,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,38.8
454,4938,306.169,0,4,22,C15H22N4O3,306.366,306.169,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,75.5
474,4934,368.223,0,3,27,C23H30NO3+,368.497,368.223,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,35.5
368,4932,341.199,2,4,25,C21H27NO3,341.451,341.199,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,58.6
298,4927,284.135,0,3,20,C17H20N2S,284.421,284.135,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,31.8
285,4926,284.135,0,3,20,C17H20N2S,284.421,284.135,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,31.8
413,4922,334.189,2,4,24,C18H26N2O4,334.416,334.189,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,86.7
429,4917,373.138,0,4,25,C20H24ClN3S,373.943,373.138,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,35.0
397,4916,290.163,4,4,21,C16H22N2O3,290.363,290.163,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,81.6
222,4914,236.152,1,4,17,C13H20N2O2,236.315,236.152,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,55.6
221,4913,235.168,2,3,17,C13H21N3O,235.331,235.168,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,58.4
583,4912,516.31,2,4,35,C31H48O2S2,516.843,516.31,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,91.1
374,4911,285.103,1,5,19,C13H19NO4S,285.358,285.103,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,83.1
764,4900,358.178,2,5,26,C21H26O5,358.434,358.178,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,91.7
724,4894,360.194,3,5,26,C21H28O5,360.45,360.194,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,94.8
544,4893,383.159,1,8,28,C19H21N5O4,383.408,383.159,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,107.0
656,4889,424.246,4,7,30,C23H36O7,424.534,424.246,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,124.0
778,4887,481.175,2,7,36,C27H23N5O4,481.512,481.175,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,119.0
188,4885,211.114,2,4,14,C10H17N3S,211.327,211.114,CCCNC1CCC2=C(C1)SC(=N2)N,79.2
263,4883,266.163,3,4,19,C14H22N2O3,266.341,266.163,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,70.6
611,4856,331.063,2,7,23,C15H13N3O4S,331.346,331.063,CN1C(=C(NC2=CC=CC=N2)O)C(=O)C3=CC=CC=C3S1(=O)=O,108.0
534,4848,351.17,1,5,26,C19H21N5O2,351.41,351.17,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,68.8
230,4845,240.147,4,5,17,C12H20N2O3,240.303,240.147,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,85.6
1120,4844,627.232,5,13,45,C32H37NO12,627.643,627.232,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)OC6CCCCO6,204.0
466,4829,356.119,1,5,25,C19H20N2O3S,356.44,356.119,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,93.6
248,4828,248.152,3,3,18,C14H20N2O2,248.326,248.152,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,57.3
327,4826,245.164,2,3,18,C13H19N5,245.33,245.164,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,73.1
245,4819,208.121,0,3,15,C11H16N2O2,208.261,208.121,CCC1C(COC1=O)CC2=CN=CN2C,44.1
403,4811,275.163,1,4,20,C15H21N3O2,275.352,275.163,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,44.8
275,4810,241.073,2,4,16,C9H12ClN5O,241.679,241.073,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,71.4
110,4786,151.1,2,2,11,C9H13NO,151.209,151.1,CC(C(C1=CC=CC=C1)O)N,46.2
130,4782,167.095,3,3,12,C9H13NO2,167.208,167.095,CNCC(C1=CC(=CC=C1)O)O,52.5
389,4781,308.152,0,2,23,C19H20N2O2,308.381,308.152,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,40.6
112,4771,149.12,1,1,11,C10H15N,149.237,149.12,CC(C)(CC1=CC=CC=C1)N,26.0
262,4768,303.139,0,2,21,C18H22ClNO,303.83,303.139,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,12.5
545,4766,354.056,2,5,25,C19H14O5S,354.376,354.056,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,92.2
339,4763,232.085,2,3,17,C12H12N2O3,232.239,232.085,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,75.3
221,4761,240.163,0,2,18,C16H20N2,240.35,240.163,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,16.1
162,4754,179.095,1,2,13,C10H13NO2,179.219,179.095,CCOC1=CC=C(C=C1)NC(=O)C,38.3
463,4748,403.149,1,5,27,C21H26ClN3OS,403.969,403.149,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,55.2
245,4746,277.277,1,1,20,C19H35N,277.496,277.277,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,12.0
388,4745,314.182,1,2,22,C19H26N2S,314.491,314.182,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,44.3
374,4744,339.177,0,4,24,C20H25N3S,339.501,339.177,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42,35.0
426,4740,278.138,0,4,20,C13H18N4O3,278.312,278.138,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,75.5
356,4739,268.117,4,6,19,C11H16N4O4,268.273,268.117,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,112.0
305,4737,226.132,2,3,16,C11H18N2O3,226.276,226.132,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,75.3
414,4736,285.209,1,2,21,C19H27NO,285.431,285.209,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,23.5
124,4727,149.051,3,4,9,C5H11NO2S,149.208,149.051,CC(C)(C(C(=O)O)N)S,64.3
402,4691,329.143,1,5,24,C19H20FNO3,329.371,329.143,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,39.7
159,4688,159.105,0,1,12,C11H13N,159.232,159.105,CN(CC#C)CC1=CC=CC=C1,3.2
407,4680,339.147,0,5,25,C20H21NO4,339.391,339.147,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,49.8
490,4679,383.075,1,9,26,C16H15F2N3O4S,383.37,383.075,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,106.0
652,4677,554.244,8,10,36,C22H42N4O8S2,554.718,554.244,CC(C)(CO)C(C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)O,248.0
481,4642,344.21,1,4,25,C20H28N2O3,344.455,344.21,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O,62.1
454,4641,324.147,1,3,24,C19H20N2O3,324.38,324.147,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,60.8
345,4636,260.189,2,2,19,C16H24N2O,260.381,260.189,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,44.6
553,4635,315.147,1,5,23,C18H21NO4,315.369,315.147,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,59.0
490,4634,357.23,1,4,26,C22H31NO3,357.494,357.23,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,49.8
361,4614,293.105,1,4,22,C18H15NO3,293.322,293.105,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,63.3
1080,4605,584.283,8,12,41,C29H44O12,584.659,584.283,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,207.0
260,4601,269.178,0,2,20,C18H23NO,269.388,269.178,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,12.5
579,4599,495.392,1,5,35,C29H53NO5,495.745,495.392,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,81.7
440,4595,293.153,0,2,22,C18H19N3O,293.37,293.153,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,39.8
543,4585,312.141,1,5,22,C17H20N4S,312.435,312.141,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,56.2
111,4581,153.079,3,3,11,C8H11NO2,153.181,153.079,C1=CC(=CC=C1C(CN)O)O,66.5
619,4547,452.268,2,5,33,C27H36N2O4,452.595,452.268,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,78.9
307,4543,263.167,1,1,20,C19H21N,263.384,263.167,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,12.0
594,4536,298.193,1,2,22,C20H26O2,298.426,298.193,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,37.3
303,4534,302.152,4,4,22,C18H22O4,302.37,302.152,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,80.9
272,4528,238.147,1,2,18,C16H18N2,238.334,238.147,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,29.3
349,4513,331.114,2,8,21,C12H21N5O2S2,331.453,331.114,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,140.0
219,4510,227.003,0,9,15,C3H5N3O9,227.085,227.003,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],165.0
661,4507,360.132,1,7,26,C18H20N2O6,360.366,360.132,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,110.0
704,4499,388.163,1,7,28,C20H24N2O6,388.42,388.163,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,110.0
736,4497,418.174,1,8,30,C21H26N2O7,418.446,418.174,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,120.0
450,4495,308.047,1,6,21,C13H12N2O5S,308.308,308.047,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,110.0
783,4494,385.127,1,8,28,C19H19N3O6,385.376,385.127,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C,134.0
515,4493,317.062,1,7,22,C12H10F3N3O4,317.224,317.062,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,95.2
349,4488,282.062,2,7,20,C13H9F3N2O2,282.222,282.062,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,62.2
608,4485,346.116,1,7,25,C17H18N2O6,346.339,346.116,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,110.0
745,4476,556.159,0,12,41,C29H24N4O8,556.531,556.159,C1=CC(=CN=C1)C(=O)OCC(COC(=O)C2=CN=CC=C2)(COC(=O)C3=CN=CC=C3)COC(=O)C4=CN=CC=C4,157.0
681,4475,483.116,0,5,31,C24H26BrN3O3,484.394,483.116,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,56.6
350,4472,298.143,3,4,22,C16H18N4O2,298.346,298.143,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,83.1
246,4456,223.145,0,2,16,C12H19N2O2+,223.296,223.145,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,29.5
649,4449,469.224,0,5,33,C25H32ClN5O2,470.014,469.224,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,51.6
483,4440,335.167,2,4,23,C17H25N3O2S,335.466,335.167,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,73.6
272,4436,210.116,1,1,16,C14H14N2,210.28,210.116,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,24.4
621,4428,341.163,2,5,25,C20H23NO4,341.407,341.163,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,70.0
597,4419,357.194,3,5,26,C21H27NO4,357.45,357.194,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,73.2
344,4411,309.194,4,5,22,C17H27NO4,309.406,309.194,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,82.0
262,4409,228.115,0,2,17,C15H16O2,228.291,228.115,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,26.3
486,4272,320.126,2,6,23,C17H20O6,320.341,320.126,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC,93.1
725,4257,478.25,1,4,34,C28H35ClN4O,479.065,478.25,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,38.8
494,4253,285.136,2,4,21,C17H19NO3,285.343,285.136,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,52.9
302,4236,273.082,1,3,19,C15H15NO2S,273.35,273.082,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,79.4
262,4235,268.098,1,3,18,C13H17ClN2O2,268.741,268.098,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,41.6
571,4212,444.201,8,10,32,C22H28N4O6,444.488,444.201,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,163.0
345,4205,265.158,0,3,20,C17H19N3,265.36,265.158,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,19.4
329,4201,209.128,3,3,15,C9H15N5O,209.253,209.128,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,88.9
316,4199,298.179,1,5,22,C17H22N4O,298.39,298.179,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,50.3
419,4197,211.075,1,3,16,C12H9N3O,211.224,211.075,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,65.8
921,4196,429.267,1,3,32,C29H35NO2,429.604,429.267,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,40.5
263,4195,254.127,3,5,18,C12H18N2O4,254.286,254.127,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,93.8
471,4192,325.078,0,3,23,C18H13ClFN3,325.771,325.078,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,30.2
342,4184,264.163,0,2,20,C18H20N2,264.372,264.163,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,6.5
139,4178,179.131,1,2,13,C11H17NO,179.263,179.131,CC1=C(C(=CC=C1)C)OCC(C)N,35.2
275,4174,226.111,0,3,17,C14H14N2O,226.279,226.111,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,42.8
215,4171,267.183,2,4,19,C15H25NO3,267.369,267.183,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,50.7
300,4168,299.14,2,4,20,C14H22ClN3O2,299.799,299.14,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,67.6
578,4163,353.21,2,3,26,C21H27N3O2,353.466,353.21,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,57.5
550,4160,302.225,1,2,22,C20H30O2,302.458,302.225,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,37.3
754,4159,374.209,3,5,27,C22H30O5,374.477,374.209,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,94.8
249,4158,233.142,1,3,17,C14H19NO2,233.311,233.142,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,38.3
246,4138,211.084,4,5,15,C10H13NO4,211.217,211.084,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,104.0
454,4120,318.171,1,4,23,C18H24NO4+,318.393,318.171,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,59.1
75,4116,163.961,0,3,8,C3H4Cl2F2O,164.961,163.961,COC(C(Cl)Cl)(F)F,9.2
325,4114,216.042,0,4,16,C12H8O4,216.192,216.042,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,48.7
704,4112,454.171,5,12,33,C20H22N8O5,454.447,454.171,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,211.0
419,4100,236.004,1,6,14,C5H8N4O3S2,236.264,236.004,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,139.0
346,4095,309.209,0,2,23,C21H27NO,309.453,309.209,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,20.3
132,4091,129.101,3,1,9,C4H11N5,129.167,129.101,CN(C)C(=N)N=C(N)N,91.5
